Date,Repo_Rate,Interest_Rate,Market_Rate,VIX,Treasury_10Y,Deposits,Withdrawals,Loans_Given,Loan_Repayment,HQLA,ASF,RSF,Total_Deposits_Pool,Total_Loans_Pool,LCR,NSFR,Net_Cash_Flow,Cumulative_Net_Cash_Flow,NLP,Crisis_Phase,Crisis_Name,Sentiment,News_Headline,Predicted_Survival_Days
2022-01-19,0.080843,2.145284,0.533144,24.64,1.7933,141425.1,165147.3,86534.44,107671.61,6760268.24,49147265.26,34254317.08,32521205.01,38783847.35,207.8726,143.4776,-2585.02,-36262642.34,-16262642.34,normal,,-0.008373,No major economic releases — markets steady,113.0
2022-01-20,0.079968,2.008311,-0.088638,24.66,1.8215,159065.19,142753.74,79364.91,148402.71,6827535.98,49164392.28,34193087.14,32537516.46,38714809.54,209.8358,143.7846,85349.25,-36177293.09,-16177293.09,normal,,-0.007117,,112.0
2022-01-21,0.080545,2.538365,-0.015142,24.72,1.8174,181997.02,178113.36,56986.43,102960.16,6851308.83,49168470.13,34153015.01,32541400.12,38668835.82,210.5413,143.9652,49857.39,-36127435.69,-16127435.69,normal,,-0.006049,,111.0
2022-01-24,0.080023,2.344243,0.160937,25.68,1.802,168693.87,95107.26,72563.01,60319.65,6891313.62,49245736.06,34165100.95,32614986.73,38681079.18,211.2929,144.1405,61343.24,-36066092.45,-16066092.45,normal,,-0.005142,,110.0
2022-01-25,0.080024,2.14621,0.192174,25.34,1.8315,138818.1,77838.37,49349.36,65209.61,6952561.8,49309764.77,34151606.31,32675966.45,38665218.92,212.773,144.3849,76839.98,-35989252.47,-15989252.47,normal,,-0.004371,,109.0
2022-01-26,0.080751,2.429822,0.19723,25.99,1.8455,129218.67,106144.73,51767.71,71246.44,6962279.03,49333992.41,34135717.23,32699040.39,38645740.19,212.92,144.5231,42552.67,-35946699.8,-15946699.8,normal,,-0.003715,,108.0
2022-01-27,0.079587,1.841563,0.559038,25.56,1.8662,84906.62,93838.58,95541.94,129727.07,6958019.31,49324613.85,34106426.26,32690108.43,38611555.06,212.8479,144.6197,25253.17,-35921446.63,-15921446.63,normal,,-0.003158,,107.0
2022-01-28,0.080077,1.877157,0.00663,25.36,1.8593,160718.1,109232.61,93742.51,131176.19,7034154.11,49378673.62,34073375.17,32741593.92,38574121.38,214.8385,144.9186,88919.17,-35832527.46,-15832527.46,normal,,-0.002684,,106.0
2022-01-31,0.07963,2.368581,0.339627,25.81,1.8716,84965.01,85815.25,85195.85,83658.77,7017435.09,49377780.86,34075475.12,32740743.68,38575658.46,214.3334,144.9071,-2387.32,-35834914.78,-15834914.78,normal,,-0.002282,,105.0
2022-02-01,0.079652,1.9072,0.502796,26.52,1.8634,104733.6,129578.79,76289.8,151789.49,7040955.31,49351693.42,34008882.11,32715898.49,38500158.77,215.2151,145.1141,50654.5,-35784260.28,-15784260.28,normal,,-0.001939,,104.0
2022-02-02,0.079753,1.693307,-0.306197,26.26,1.8743,95047.46,196675.66,81473.72,102363.4,6930398.9,49244983.81,33991572.3,32614270.29,38479269.09,212.4959,144.8741,-80738.52,-35864998.8,-15864998.8,normal,,-0.001648,,103.0
2022-02-03,0.080178,2.181545,0.541033,26.26,1.8953,104448.06,167632.08,76896.28,67587.35,6832272.05,49178640.59,34001232.03,32551086.27,38488578.02,209.8938,144.6378,-72492.95,-35937491.75,-15937491.75,normal,,-0.001401,,102.0
2022-02-04,0.079617,2.009166,0.067057,26.54,1.8518,143702.9,93814.92,67453.53,120132.24,6911499.17,49231022.96,33954988.17,32600974.25,38435899.31,212.0028,144.9891,102566.69,-35834925.06,-15834925.06,normal,,-0.001191,,101.0
2022-02-07,0.081005,1.658653,-0.027301,26.93,1.8847,78336.41,157177.75,76042.05,85948.83,6821791.61,49148239.56,33947110.71,32522132.92,38425992.52,209.7584,144.7789,-68934.55,-35903859.61,-15903859.61,normal,,-0.001012,,100.0
2022-02-08,0.079284,2.440139,0.332498,27.2,1.8815,79990.68,119679.49,78080.0,110209.34,6806127.99,49106566.32,33918599.51,32482444.11,38393863.18,209.5325,144.7777,-7559.46,-35911419.06,-15911419.06,normal,,-0.00086,,99.0
2022-02-09,0.079851,1.619094,0.567833,27.39,1.9082,128572.52,117873.93,59794.91,142001.36,6868151.38,49117799.84,33846157.78,32493142.71,38311656.72,211.3723,145.1208,92905.05,-35818514.01,-15818514.01,normal,,-0.000731,,98.0
2022-02-10,0.079648,1.85757,0.469963,27.0,1.9293,142566.09,157743.52,37200.49,115464.56,6902712.87,49101863.54,33777146.38,32477965.28,38233392.65,212.5353,145.3701,63086.64,-35755427.38,-15755427.38,normal,,-0.000622,,97.0
2022-02-11,0.081158,2.284008,0.195201,26.84,1.8992,128672.93,123834.5,39578.41,125608.31,6968467.47,49106943.89,33700975.15,32482803.71,38147362.75,214.5279,145.7137,90868.33,-35664559.04,-15664559.04,normal,,-0.000528,,96.0
2022-02-14,0.080157,1.89135,0.029837,27.39,1.8791,123464.74,126980.92,75570.25,79479.6,6946102.0,49103251.91,33698594.67,32479287.54,38143453.4,213.8625,145.7131,393.17,-35664165.87,-15664165.87,normal,,-0.000449,,95.0
2022-02-15,0.080825,1.896315,0.373327,27.67,1.922,159295.45,92792.92,54796.15,122012.14,7055788.22,49173079.57,33639301.9,32545790.06,38076237.42,216.7957,146.1775,133718.51,-35530447.35,-15530447.35,normal,,-0.000382,,94.0
2022-02-16,0.087607,1.820202,0.204493,27.36,1.9552,61788.01,202637.23,39353.2,58313.05,6895479.07,49025187.89,33624159.02,32404940.85,38057277.57,212.791,145.8035,-121889.36,-35652336.72,-15652336.72,normal,,-0.200382,"Fed minutes: higher-for-longer, crushing rate cut hopes",93.0
2022-02-17,0.098118,2.089259,0.280598,27.39,1.9555,102158.93,230550.87,102221.13,117504.18,6771385.8,48890376.36,33610953.49,32276548.91,38041994.51,209.7927,145.4597,-113108.88,-35765445.6,-15765445.6,normal,,-0.170325,,92.0
2022-02-18,0.107736,2.093232,-0.056788,27.78,1.9609,62387.95,129696.36,39477.95,64039.97,6724132.02,48819702.53,33589073.05,32209240.51,38017432.5,208.7641,145.344,-42746.39,-35808191.99,-15808191.99,normal,,-0.144776,,91.0
2022-02-21,0.133681,1.744996,-0.154193,27.76,1.9695,61838.74,158341.62,52774.82,115471.7,6675477.13,48718374.52,33533388.31,32112737.63,37954735.62,207.8763,145.2832,-33806.0,-35841997.99,-15841997.99,normal,,-0.123059,,90.0
2022-02-22,0.144018,2.614095,0.311879,27.81,1.9571,105171.24,213290.25,86735.97,142162.23,6610119.5,48604849.55,33484137.91,32004618.62,37899309.36,206.5364,145.1578,-52692.75,-35894690.74,-15894690.74,normal,,-0.104601,,89.0
2022-02-23,0.150645,2.246453,-0.034809,27.62,2.0003,221085.16,94956.16,70338.54,132409.67,6778215.14,48737285.0,33429279.12,32130747.62,37837238.23,210.9573,145.7922,188200.13,-35706490.6,-15706490.6,normal,,0.435399,Central bank injects $50B in emergency liquidity,88.0
2022-02-24,0.162617,1.76238,0.439449,27.79,1.9808,175653.26,87332.25,90255.87,149620.47,6911850.77,48830022.07,33376553.48,32219068.64,37777873.63,214.5267,146.3004,147685.61,-35558804.99,-15558804.99,normal,,0.37009,,87.0
2022-02-25,0.173177,1.792428,0.597212,27.63,2.0488,113113.49,71391.67,59013.27,114338.77,6977624.64,48873829.98,33328324.2,32260790.45,37722548.12,216.2881,146.6435,97047.32,-35461757.67,-15461757.67,normal,,0.07009,Moody's downgrades 10 regional banks,86.0
2022-02-28,0.19536,2.367003,0.084525,28.22,2.0391,74088.87,178539.48,82571.65,87677.78,6859125.47,48764156.83,33324686.41,32156339.84,37717442.0,213.3055,146.3304,-99344.48,-35561102.15,-15561102.15,normal,,0.059576,,85.0
2022-03-01,0.204087,2.469198,0.468099,28.29,2.0232,125175.85,186933.71,48662.9,95977.33,6833435.35,48699311.07,33282665.76,32094581.97,37670127.56,212.9155,146.3203,-14443.43,-35575545.59,-15575545.59,normal,,0.05064,,84.0
2022-03-02,0.217038,2.18684,-0.026544,27.51,2.03,89240.77,87388.95,34779.5,96760.48,6874497.7,48701255.48,33228021.4,32096433.79,37608146.58,214.1826,146.5668,63832.8,-35511712.79,-15511712.79,normal,,-0.06936,China property crisis deepens — Evergrande liquidation,83.0
2022-03-03,0.226377,2.109294,0.670601,27.8,2.0481,158159.73,141164.2,74730.75,65407.03,6858988.58,48719100.79,33237571.79,32113429.32,37617470.3,213.5863,146.5784,7671.81,-35504040.98,-15504040.98,normal,,-0.058956,,82.0
2022-03-04,0.230574,2.689264,-0.09703,27.67,2.0526,125210.48,120638.82,76562.27,142044.61,6904049.92,48723901.04,33179887.32,32118000.99,37551987.96,214.9589,146.8477,70054.01,-35433986.97,-15433986.97,normal,,-0.050113,,81.0
2022-03-07,0.257485,2.441695,-0.026972,27.99,2.1032,129335.0,167380.04,80179.07,89300.47,6839663.75,48683953.75,33173451.19,32079955.95,37542866.56,213.2068,146.7558,-28923.64,-35462910.61,-15462910.61,normal,,-0.122113,Oil prices surge above $100 on geopolitical tensions,80.0
2022-03-08,0.266746,1.90707,0.354113,28.18,2.0914,99327.12,105490.65,34497.0,147361.13,6922942.61,48677482.05,33073044.55,32073792.42,37430002.43,215.8442,147.1817,106700.61,-35356210.0,-15356210.0,normal,,-0.103796,,79.0
2022-03-09,0.272712,1.967342,0.385689,27.82,2.0797,77196.01,185914.34,87087.65,66682.22,6769972.94,48563327.8,33092601.74,31965074.09,37450407.86,211.7928,146.7498,-129123.76,-35485333.77,-15485333.77,normal,,-0.088227,,78.0
2022-03-10,0.282736,2.575965,-0.067111,28.0,2.1422,165245.57,195712.56,98448.64,88251.77,6712082.03,48531337.45,33102640.27,31934607.1,37460604.73,210.1821,146.6087,-40663.87,-35525997.63,-15525997.63,normal,,-0.074993,,77.0
2022-03-11,0.291331,2.25833,0.603364,28.0,2.111,130447.9,119125.98,56786.97,118180.5,6755687.23,48543225.47,33048841.6,31945929.02,37399211.19,211.4726,146.8833,72715.46,-35453282.17,-15453282.17,normal,,-0.063744,,76.0
2022-03-14,0.318606,2.145798,0.355727,28.43,2.1489,74369.4,180238.93,38070.52,74242.47,6665878.88,48432062.47,33017292.38,31840059.49,37363039.23,209.3551,146.687,-69697.57,-35522979.74,-15522979.74,normal,,-0.054182,,75.0
2022-03-15,0.329886,2.604713,0.167215,28.42,2.127,81115.0,181033.7,85620.51,69615.91,6542415.7,48327147.83,33032073.51,31740140.79,37379043.83,206.1243,146.3037,-115923.29,-35638903.04,-15638903.04,normal,,-0.046055,,74.0
2022-03-16,0.330773,2.112327,0.671662,28.19,2.1675,129899.43,80476.86,74295.87,70333.62,6573362.68,48379041.53,33036365.21,31789563.36,37383006.08,206.7774,146.4418,45460.32,-35593442.72,-15593442.72,normal,,-0.039147,,73.0
2022-03-17,0.335117,2.586045,-0.10096,28.44,2.1861,63454.14,125039.77,58383.78,82691.24,6532431.72,48314376.62,33014671.13,31727977.73,37358698.62,205.8887,146.3421,-37278.17,-35630720.89,-15630720.89,normal,,-0.033275,,72.0
2022-03-18,0.326705,2.282811,0.032335,28.23,2.1575,140757.04,140755.03,93851.57,85266.15,6489206.68,48314378.74,33024130.09,31727979.75,37367284.04,204.5263,146.3002,-8583.41,-35639304.29,-15639304.29,normal,,-0.028283,,71.0
2022-03-21,0.333248,2.773965,0.496707,28.28,2.3036,146114.41,130560.27,97693.56,80415.18,6482351.17,48330710.59,33039937.2,31743533.9,37384562.42,204.2101,146.2797,-1724.23,-35641028.53,-15641028.53,normal,,-0.024041,,70.0
2022-03-22,0.329294,2.059716,0.573031,28.83,2.3071,159667.49,178745.35,57647.39,112165.27,6509960.7,48310678.84,32991262.63,31724456.03,37330044.54,205.2032,146.4348,35440.02,-35605588.51,-15605588.51,normal,,-0.020435,,69.0
2022-03-23,0.329837,1.901547,-0.126603,28.73,2.2883,130838.15,114214.65,51494.99,149198.71,6602474.58,48328133.52,32904419.94,31741079.54,37232340.82,208.0104,146.8743,114327.23,-35491261.28,-15491261.28,normal,,0.070565,"Labor market adds 300K+ jobs, unemployment at 3.5%",68.0
2022-03-24,0.332227,2.613201,0.198894,27.97,2.2916,90877.97,180442.41,99125.65,116809.74,6519953.84,48234090.85,32889036.28,31651515.09,37214656.73,205.9918,146.6571,-71880.36,-35563141.64,-15563141.64,normal,,0.05998,,67.0
2022-03-25,0.326295,2.505332,0.658521,28.57,2.3449,184426.29,118972.18,43472.54,99173.97,6619873.8,48302817.66,32839966.78,31716969.2,37158955.31,208.7171,147.0855,121155.53,-35441986.1,-15441986.1,normal,,0.050983,,66.0
2022-03-28,0.331262,2.083361,0.786152,28.55,2.3979,119047.76,139184.33,51383.26,115742.39,6648908.44,48281674.27,32782802.96,31696832.64,37094596.18,209.7657,147.2774,44222.56,-35397763.54,-15397763.54,normal,,0.043336,,65.0
2022-03-29,0.330549,2.663398,0.444959,27.98,2.4241,121709.3,108119.87,45606.79,78311.53,6684084.61,48295943.17,32753924.59,31710422.06,37061891.43,210.7851,147.4509,46294.17,-35351469.37,-15351469.37,normal,,0.036835,,64.0
2022-03-30,0.331625,2.613347,-0.15296,28.53,2.4398,115506.84,131713.34,41583.88,56156.88,6670126.9,48278926.34,32741425.11,31694215.56,37047318.44,210.4525,147.4552,-1633.51,-35353102.88,-15353102.88,normal,,-0.313165,FDIC: unrealized bank losses hit $620B,63.0
2022-03-31,0.330954,2.255822,0.119842,28.73,2.4673,62569.03,192117.11,43472.92,76533.35,6556875.27,48142900.86,32712508.92,31564667.49,37014258.01,207.7283,147.1697,-96487.64,-35449590.52,-15449590.52,normal,,-0.763165,Commercial real estate defaults surge 40%,62.0
2022-04-01,0.338102,1.974798,0.389433,27.97,2.5103,19436.32,262747.71,62661.06,94593.01,6334734.54,47887423.9,32684308.23,31321356.09,36982326.06,202.2497,146.515,-211379.44,-35660969.97,-15660969.97,pre_crisis,2022 Rate Hike Tightening,-0.64869,,61.0
2022-04-04,0.327895,2.50941,0.177343,28.01,2.5479,35376.03,284304.88,47618.49,58604.66,6096166.66,47626048.61,32674451.93,31072427.24,36971339.89,196.1922,145.7593,-237942.68,-35898912.64,-15898912.64,pre_crisis,2022 Rate Hike Tightening,-0.84869,"Fed minutes: higher-for-longer, crushing rate cut hopes",60.0
2022-04-05,0.328248,1.89302,0.567075,28.55,2.5264,20326.72,191614.98,28217.69,43501.42,5946099.26,47446195.94,32660399.72,30901138.99,36956056.15,192.4233,145.2713,-156004.52,-36054917.17,-16054917.17,pre_crisis,2022 Rate Hike Tightening,-0.721386,,59.0
2022-04-06,0.327944,2.63234,0.035028,28.33,2.608,20090.64,206232.25,18423.35,53680.12,5812113.88,47250747.24,32627823.65,30714997.37,36920799.38,189.2272,144.8173,-150884.85,-36205802.02,-16205802.02,pre_crisis,2022 Rate Hike Tightening,-0.812386,Consumer credit delinquencies at highest since 2012,58.0
2022-04-07,0.328167,2.668244,0.634882,28.41,2.6351,24426.38,136536.62,18774.82,110184.35,5816496.01,47133031.49,32544300.93,30602887.13,36829389.86,190.0636,144.8273,-20700.71,-36226502.72,-16226502.72,pre_crisis,2022 Rate Hike Tightening,-0.690528,,57.0
2022-04-08,0.327897,2.493301,0.784446,28.34,2.6946,13083.33,139099.28,45364.43,64507.36,5727325.98,47000714.73,32526187.14,30476871.17,36810246.92,187.9237,144.5012,-106873.03,-36333375.75,-16333375.75,pre_crisis,2022 Rate Hike Tightening,-0.586949,,56.0
2022-04-11,0.333924,2.266566,0.302008,28.34,2.6413,23855.52,264389.14,29929.15,109662.5,5597957.43,46748154.43,32452855.55,30236337.55,36730513.58,185.1401,144.0494,-160800.28,-36494176.03,-16494176.03,pre_crisis,2022 Rate Hike Tightening,-0.498907,,55.0
2022-04-12,0.334688,2.482856,0.238708,27.85,2.6975,66840.05,170030.78,42515.56,40737.05,5517597.46,46639804.17,32453225.74,30133146.82,36732292.09,183.1072,143.7139,-104969.24,-36599145.27,-16599145.27,pre_crisis,2022 Rate Hike Tightening,-0.424071,,54.0
2022-04-13,0.328117,2.481388,-0.118186,28.51,2.6542,19505.71,192074.62,15638.7,36820.72,5392095.22,46458606.81,32432867.7,29960577.91,36711110.08,179.973,143.2454,-151386.9,-36750532.17,-16750532.17,pre_crisis,2022 Rate Hike Tightening,-0.36046,,53.0
2022-04-14,0.327253,2.082484,-0.083497,28.54,2.7454,38753.87,109713.54,41053.92,85299.38,5392680.32,46384099.16,32391681.82,29889618.25,36666864.62,180.4198,143.1976,-26714.2,-36777246.37,-16777246.37,pre_crisis,2022 Rate Hike Tightening,-0.306391,,52.0
2022-04-15,0.331556,2.511429,0.474487,28.14,2.7349,26148.53,151448.79,57351.2,52633.75,5297399.06,46252533.88,32394190.71,29764317.98,36671582.07,177.9782,142.7803,-130017.72,-36907264.09,-16907264.09,pre_crisis,2022 Rate Hike Tightening,-0.260432,,51.0
2022-04-18,0.371935,2.485057,0.402938,28.24,2.8131,78435.63,158267.31,20885.19,57897.47,5283441.26,46168710.62,32359436.58,29684486.3,36634569.8,177.9866,142.6746,-42819.4,-36950083.49,-16950083.49,pre_crisis,2022 Rate Hike Tightening,-0.221368,,50.0
2022-04-19,0.391127,2.793321,0.276859,27.83,2.7419,69088.29,178027.26,54084.76,79571.49,5238078.08,46054324.69,32334594.07,29575547.33,36609083.07,177.1084,142.4305,-83452.25,-37033535.74,-17033535.74,pre_crisis,2022 Rate Hike Tightening,-0.188162,,49.0
2022-04-20,0.404152,2.871471,0.715559,28.43,2.7199,77618.83,187488.37,17428.55,79186.06,5219053.43,45938961.68,32277557.95,29465677.79,36547325.57,177.1231,142.3248,-48112.04,-37081647.78,-17081647.78,pre_crisis,2022 Rate Hike Tightening,-0.159938,,48.0
2022-04-21,0.411664,2.012741,0.713585,28.46,2.7569,31536.69,93368.03,41007.7,61756.88,5201460.24,45874038.77,32257709.24,29403846.45,36526576.39,176.8973,142.2111,-41082.16,-37122729.94,-17122729.94,pre_crisis,2022 Rate Hike Tightening,-0.135947,,47.0
2022-04-22,0.439362,2.14789,0.704426,28.3,2.7185,90359.54,185928.0,50975.49,52341.89,5148521.62,45773691.89,32254416.31,29308277.99,36525209.99,175.6678,141.9145,-94202.06,-37216932.0,-17216932.0,pre_crisis,2022 Rate Hike Tightening,-0.115555,,46.0
2022-04-25,0.485227,2.016684,0.680703,28.69,2.8042,92967.29,179530.0,53405.55,83182.45,5124877.21,45682801.04,32225960.03,29221715.28,36495433.09,175.3791,141.7578,-56785.81,-37273717.81,-17273717.81,pre_crisis,2022 Rate Hike Tightening,-0.098222,,45.0
2022-04-26,0.488322,2.459083,0.37675,28.29,2.7291,27843.32,219364.38,39054.58,56741.33,4990778.85,45481703.93,32208055.16,29030194.22,36477746.34,171.9168,141.2122,-173834.31,-37447552.12,-17447552.12,pre_crisis,2022 Rate Hike Tightening,-0.548222,Commercial real estate defaults surge 40%,44.0
2022-04-27,0.504038,2.039021,0.265105,28.56,2.7908,48663.81,187518.9,40800.97,101810.86,4952714.5,45335906.09,32151157.22,28891339.13,36416736.45,171.4256,141.0086,-77845.21,-37525397.32,-17525397.32,pre_crisis,2022 Rate Hike Tightening,-0.465989,,43.0
2022-04-28,0.522155,2.177831,0.652577,28.13,2.7353,28913.18,264720.03,42581.91,42367.52,4769052.76,45088308.89,32148732.19,28655532.28,36416950.84,166.4269,140.2491,-236021.24,-37761418.56,-17761418.56,pre_crisis,2022 Rate Hike Tightening,-0.39609,,42.0
2022-04-29,0.537124,2.951789,0.612236,28.43,2.7877,54746.1,243784.59,54759.43,51107.88,4627339.15,44889818.49,32149469.76,28466493.8,36420602.39,162.5539,139.6285,-192690.03,-37954108.59,-17954108.59,pre_crisis,2022 Rate Hike Tightening,-0.336677,,41.0
2022-05-02,0.583148,2.801938,0.298479,28.43,2.8528,57851.31,172339.87,15465.47,41096.68,4587936.47,44769605.5,32123928.94,28352005.24,36394971.18,161.8205,139.3653,-88857.35,-38042965.94,-18042965.94,pre_crisis,2022 Rate Hike Tightening,-0.286175,,40.0
2022-05-03,0.605941,3.097867,0.451337,28.56,2.8201,59868.66,220756.95,31693.18,90726.78,4547505.7,44600672.79,32067727.51,28191116.94,36335937.58,161.3099,139.0827,-101854.7,-38144820.64,-18144820.64,pre_crisis,2022 Rate Hike Tightening,-0.243249,,39.0
2022-05-04,0.60759,2.502195,0.287434,28.41,2.789,43805.79,108754.16,22725.13,86726.25,4603884.74,44532477.0,32007260.18,28126168.57,36271936.46,163.6869,139.1324,-947.25,-38145767.89,-18145767.89,pre_crisis,2022 Rate Hike Tightening,-0.206762,,38.0
2022-05-05,0.618357,2.912124,0.384586,28.5,2.8158,37548.32,152451.33,26325.4,53216.67,4568426.58,44411828.84,31980430.36,28011265.56,36245045.19,163.0925,138.8719,-88011.74,-38233779.63,-18233779.63,pre_crisis,2022 Rate Hike Tightening,-0.175747,,37.0
2022-05-06,0.6292,2.965124,0.887646,28.79,2.8205,58163.44,182573.82,41527.74,68564.73,4524405.05,44281197.94,31953429.48,27886855.18,36218008.21,162.2415,138.5804,-97373.39,-38331153.02,-18331153.02,pre_crisis,2022 Rate Hike Tightening,-0.149385,,36.0
2022-05-09,0.677015,2.930215,0.471363,28.48,2.8434,40927.86,93323.83,16947.16,43046.98,4550445.08,44226182.17,31927322.83,27834459.21,36191908.38,163.4824,138.5214,-26296.14,-38357449.17,-18357449.17,pre_crisis,2022 Rate Hike Tightening,-0.126977,,35.0
2022-05-10,0.696436,2.59389,0.406856,28.16,2.7946,69585.34,190070.32,24180.93,88946.84,4544112.26,44099672.94,31866564.2,27713974.23,36127142.47,163.9647,138.3885,-55719.07,-38413168.24,-18413168.24,pre_crisis,2022 Rate Hike Tightening,-0.107931,,34.0
2022-05-11,0.724099,2.958163,0.739046,29.13,2.8535,48243.64,234868.42,40446.47,48621.53,4427410.43,43903716.93,31856119.24,27527349.45,36118967.4,160.8368,137.8188,-178449.71,-38591617.95,-18591617.95,pre_crisis,2022 Rate Hike Tightening,-0.198931,Consumer credit delinquencies at highest since 2012,33.0
2022-05-12,0.722242,3.158148,0.359207,29.05,2.7632,66394.24,196550.65,39160.68,47011.93,4354452.46,43767052.7,31846585.76,27397193.05,36111116.16,158.9379,137.4309,-122305.16,-38713923.11,-18713923.11,pre_crisis,2022 Rate Hike Tightening,-0.169091,,32.0
2022-05-13,0.742324,3.039583,0.699305,28.3,2.8254,48518.26,119412.76,44706.33,88228.82,4383259.69,43692613.47,31804606.56,27326298.54,36067593.67,160.4044,137.3783,-27372.01,-38741295.12,-18741295.12,pre_crisis,2022 Rate Hike Tightening,-0.143728,,31.0
2022-05-16,0.784065,2.40615,0.396763,28.88,2.8419,39345.36,102832.94,20533.57,83813.19,4437265.99,43625951.51,31744944.18,27262810.96,36004314.04,162.7589,137.4265,-207.95,-38741503.08,-18741503.08,pre_crisis,2022 Rate Hike Tightening,-0.122168,,30.0
2022-05-17,0.807875,3.234064,1.119328,28.51,2.8797,24443.61,191599.96,42743.27,40211.85,4323621.97,43450437.35,31744420.27,27095654.62,36006845.45,159.5688,136.8758,-169687.76,-38911190.84,-18911190.84,pre_crisis,2022 Rate Hike Tightening,-0.103843,,29.0
2022-05-18,0.833114,2.961609,0.505771,28.71,2.8681,70427.56,162232.26,25987.14,51691.36,4316477.49,43354042.41,31718338.67,27003849.91,35981141.23,159.8467,136.6845,-66100.48,-38977291.32,-18977291.32,pre_crisis,2022 Rate Hike Tightening,-0.088267,,28.0
2022-05-19,0.822385,2.905107,0.810333,28.69,2.8328,36092.18,145222.45,22941.8,78341.28,4320550.2,43239455.62,31665588.96,26894719.64,35925741.75,160.6468,136.5503,-53730.79,-39031022.11,-19031022.11,pre_crisis,2022 Rate Hike Tightening,-0.075027,,27.0
2022-05-20,0.836852,2.512467,0.708748,28.52,2.8507,31786.91,207169.37,23473.82,42486.42,4224781.54,43055304.04,31645447.55,26719337.18,35906729.14,158.117,136.0553,-156369.86,-39187391.97,-19187391.97,pre_crisis,2022 Rate Hike Tightening,-0.063773,,26.0
2022-05-23,0.892774,3.267351,0.606121,28.3,2.9022,21840.36,94476.65,20301.5,39814.11,4226865.81,42979035.94,31625125.81,26646700.9,35887216.53,158.6262,135.9015,-53123.67,-39240515.64,-19240515.64,pre_crisis,2022 Rate Hike Tightening,-0.054207,,25.0
2022-05-24,0.903864,3.165538,0.949567,28.3,2.9,39803.82,95940.32,38127.13,66023.12,4258610.01,42920092.61,31597020.19,26590564.39,35859320.55,160.1549,135.8359,-28240.52,-39268756.15,-19268756.15,pre_crisis,2022 Rate Hike Tightening,-0.046076,,24.0
2022-05-25,0.928776,2.804924,0.896614,28.21,2.8912,36487.56,283103.99,25223.72,61618.07,4100365.31,42661145.37,31561666.4,26343947.97,35822926.19,155.6473,135.1676,-210222.07,-39478978.22,-19478978.22,pre_crisis,2022 Rate Hike Tightening,-0.396076,FDIC: unrealized bank losses hit $620B,23.0
2022-05-26,0.931537,3.111598,1.32882,28.21,2.8999,30933.43,127489.47,49701.68,90439.9,4105670.38,42559761.53,31521945.85,26247391.94,35782187.97,156.422,135.0163,-55817.81,-39534796.04,-19534796.04,pre_crisis,2022 Rate Hike Tightening,-0.336664,,22.0
2022-05-27,0.936944,2.796175,0.729669,28.41,2.94,20575.16,135831.32,34490.43,92962.87,4107578.94,42438742.56,31466386.05,26132135.77,35723715.54,157.185,134.8701,-56783.73,-39591579.77,-19591579.77,pre_crisis,2022 Rate Hike Tightening,-0.286165,,21.0
2022-05-30,0.988709,3.312506,0.96976,28.16,2.9219,23098.46,228065.45,50516.59,65277.57,3976920.39,42223527.22,31450123.79,25927168.78,35708954.56,153.3881,134.2555,-190206.01,-39781785.78,-19781785.78,pre_crisis,2022 Rate Hike Tightening,-0.24324,,20.0
2022-05-31,1.008152,2.831814,0.989462,28.53,2.9403,47400.59,159708.4,34692.76,39854.5,3930248.76,42105604.02,31442454.5,25814860.97,35703792.81,152.2475,133.9132,-107146.06,-39888931.84,-19888931.84,pre_crisis,2022 Rate Hike Tightening,-0.206754,,19.0
2022-06-01,1.019588,2.522115,0.620739,28.74,3.0127,45021.77,131048.36,35849.86,56968.05,3931802.61,42015276.1,31420125.02,25728834.38,35682674.63,152.817,133.7209,-64908.41,-39953840.25,-19953840.25,pre_crisis,2022 Rate Hike Tightening,-0.175741,,18.0
2022-06-02,1.030686,3.1419,1.463945,28.13,2.9125,55731.34,238048.0,29342.43,72270.54,3853354.41,41823843.61,31378442.7,25546517.73,35639746.51,150.8368,133.2885,-139388.54,-40093228.79,-20093228.79,pre_crisis,2022 Rate Hike Tightening,-0.14938,,17.0
2022-06-03,1.050767,2.903243,0.724304,28.34,2.9055,26543.08,201419.72,13673.87,62405.0,3794776.59,41640223.14,31331206.3,25371641.09,35591015.38,149.5676,132.9034,-126145.5,-40219374.29,-20219374.29,pre_crisis,2022 Rate Hike Tightening,-0.126973,,16.0
2022-06-06,1.094913,2.865636,1.448914,28.34,3.0011,35367.61,144571.79,24125.56,82330.7,3803174.84,41525558.75,31275851.8,25262436.91,35532810.24,150.5466,132.772,-50999.04,-40270373.33,-20270373.33,pre_crisis,2022 Rate Hike Tightening,-0.107927,,15.0
2022-06-07,1.111606,3.554769,1.495676,28.31,2.9633,45653.07,148282.38,18301.5,67492.96,3811901.82,41417797.97,31228471.25,25159807.59,35483618.78,151.5076,132.6283,-53437.85,-40323811.18,-20323811.18,pre_crisis,2022 Rate Hike Tightening,-0.091738,,14.0
2022-06-08,1.11785,2.825738,1.418175,28.18,2.9798,21156.93,155901.32,21073.54,64635.33,3774994.74,41276316.36,31186551.86,25025063.2,35440056.98,150.8486,132.3529,-91182.6,-40414993.78,-20414993.78,pre_crisis,2022 Rate Hike Tightening,-0.077977,,13.0
